OH_62
       324.0000       231.3122       231.7960
       325.0000       232.0993       232.6030
       326.0000       232.8863       233.4090
       327.0000       233.6734       234.2160
       328.0000       234.4605       235.0240
       329.0000       235.2476       235.8310
       330.0000       236.0347       236.6390
       331.0000       236.8217       237.4460
       332.0000       237.6088       238.2550
       333.0000       238.3959       239.0630
       334.0000       239.1830       239.8710
       335.0000       239.9701       240.6800
       336.0000       240.7572       241.4890
       337.0000       241.5442       242.2980
       338.0000       242.3313       243.1070
       339.0000       243.1184       243.9170
       340.0000       243.9055       244.7260
       341.0000       244.6926       245.5360
       342.0000       245.4797       246.3460
       343.0000       246.2667       247.1560
       344.0000       247.0538       247.9670
       345.0000       247.8409       248.7780
       346.0000       248.6280       249.5880
       347.0000       249.4151       250.3990
       348.0000       250.2021       251.2110
       349.0000       250.9892       252.0220
       350.0000       251.7763       252.8340
