0.000 4.4043326347740661e-14
1.000 4.4033067006943793e-14
2.000 4.4025639201904019e-14
3.000 4.4043831131072804e-14
4.000 4.4042088179973299e-14
5.000 4.4027893923920453e-14
6.000 4.4024837515348224e-14
7.000 4.4145797973959202e-14
8.000 4.4518178139596266e-14
9.000 4.5634747537746323e-14
10.000 4.6835759898199373e-14
11.000 4.8033042002412096e-14
12.000 4.9433366434112646e-14
13.000 5.1931920487155771e-14
14.000 5.6538402531204635e-14
15.000 6.7538452471986407e-14
16.000 8.2569054668321736e-14
17.000 1.0404419597444832e-13
18.000 1.3009261180027174e-13
19.000 1.6412934938853501e-13
20.000 2.1617761312476719e-13
21.000 3.4033326494323141e-13
22.000 5.0944680167774926e-13
23.000 7.5963005358083821e-13
24.000 1.1604561429370627e-12
25.000 2.1821759790163936e-12
27.500 5.0036031154313487e-12
30.000 1.1709107201801802e-11
32.500 3.402112008677249e-11
35.000 8.3525020028957528e-11
37.500 1.701643715e-10
40.000 2.8521922124901187e-10
42.500 4.0630135040000004e-10
45.000 5.1129568651162779e-10
47.500 5.7940752357446827e-10
50.000 6.7569517338213746e-10
55.000 9.5389519357458581e-10
60.000 1.7612367833617021e-09
65.000 3.7427448786315786e-09
70.000 7.1973658378723393e-09
75.000 1.1208614646666666e-08
80.000 1.1307685010194174e-08
85.000 6.1040928671052632e-09
90.000 1.5107995954545454e-09
95.000 2.4138774962045457e-10
