0.000 1.0007894230009872e-14
1.000 1.0007703067367257e-14
2.000 1.0007169526956521e-14
3.000 1.0009010992027972e-14
4.000 1.0005429042654027e-14
5.000 1.0007721141144902e-14
6.000 1.00086943e-14
7.000 1.0004513847222222e-14
8.000 1.0111684292592592e-14
9.000 1.0509300868085107e-14
10.000 1.2105070006993008e-14
11.000 1.8714661815789471e-14
12.000 3.1814569079812204e-14
13.000 5.6136075769230765e-14
14.000 9.9988488469230767e-14
15.000 1.781454137113636e-13
16.000 3.1635071072072074e-13
17.000 5.6547695752401283e-13
18.000 1.0408791061089988e-12
19.000 2.0410185311261259e-12
20.000 4.6430287123539819e-12
21.000 8.1576991154166665e-12
22.000 1.0707304869437652e-11
23.000 1.5211724179999999e-11
24.000 2.2416235189333331e-11
25.000 3.9727412964980541e-11
27.500 8.4852433902439028e-11
30.000 1.8515966755983608e-10
32.500 3.5727516634389666e-10
35.000 5.0839509482666667e-10
37.500 6.076805875e-10
40.000 5.9538137980327868e-10
42.500 4.3336583179999993e-10
45.000 2.5109774913207547e-10
47.500 1.5614688616551726e-10
50.000 1.041000267704918e-10
55.000 7.6970191740789463e-11
60.000 6.3048146152301251e-11
65.000 5.5232107867768602e-11
70.000 5.0426384839827578e-11
75.000 4.7237697926153857e-11
80.000 4.4930187120000001e-11
85.000 4.3035866719999996e-11
90.000 4.1630513197674416e-11
95.000 4.0234658537681163e-11
