0.000 3.0025513259528483e-10
1.000 2.7416269232210733e-10
2.000 2.3614805735155043e-10
3.000 1.9019518894487157e-10
4.000 1.4612962819535037e-10
5.000 1.1809987758516616e-10
6.000 9.7154249951280515e-11
7.000 8.3110471194958371e-11
8.000 7.212442268426209e-11
9.000 6.564615177401108e-11
10.000 6.084514482613493e-11
11.000 5.7942437487150406e-11
12.000 5.6043735460680127e-11
13.000 5.5933876189082789e-11
14.000 5.6451151910014513e-11
15.000 5.7533698675721564e-11
16.000 5.7551730439920546e-11
17.000 5.3738255168408823e-11
18.000 4.7828761165760868e-11
19.000 3.9728859810191081e-11
20.000 3.1931430902048411e-11
21.000 2.6728422637554586e-11
22.000 2.2820237849616361e-11
23.000 2.0718800735329339e-11
24.000 1.9011949342657341e-11
25.000 1.7510988045901636e-11
27.500 1.5410302225091126e-11
30.000 1.3410037555135133e-11
32.500 1.2107847754497354e-11
35.000 1.1608459147297297e-11
37.500 1.2112018162499999e-11
40.000 1.3603987984189724e-11
42.500 1.6511763686e-11
45.000 2.1016244776744185e-11
47.500 2.7720444625851068e-11
50.000 3.5621704212005852e-11
55.000 4.5940435393370171e-11
60.000 5.1536713238297868e-11
65.000 5.1117002084210523e-11
70.000 4.3245189652978716e-11
75.000 2.8319674526126123e-11
80.000 1.3307300541262137e-11
85.000 5.56325451e-12
90.000 2.2411585159090909e-12
95.000 8.938471367613636e-13
