0.000 7.7070101547877581e-12
1.000 1.0607241526385808e-11
2.000 1.2206062855860349e-11
3.000 1.1407288949859154e-11
4.000 9.8085895369426742e-12
5.000 8.0177498223826706e-12
6.000 6.4226296905954822e-12
7.000 5.4227293920422522e-12
8.000 4.7018506262365592e-12
9.000 4.4134863862654313e-12
10.000 4.3436630372597863e-12
11.000 4.6540612872427981e-12
12.000 5.0136731509090915e-12
13.000 5.223368593743017e-12
14.000 5.6040203543137247e-12
15.000 6.8635361695384603e-12
16.000 8.7762105791891885e-12
17.000 1.2006727070526316e-11
18.000 1.6312324359605912e-11
19.000 2.2618200276978417e-11
20.000 3.0717646523697471e-11
21.000 4.2925085849411764e-11
22.000 5.7628888803661318e-11
23.000 7.6545009195744684e-11
24.000 9.9270014540372671e-11
25.000 1.3105026200722021e-10
27.500 1.8409201803618245e-10
30.000 2.4517999906818179e-10
32.500 2.9617247237634407e-10
35.000 3.2120486212269944e-10
37.500 3.0419689523275866e-10
40.000 2.4823057995495498e-10
42.500 1.6406737790041491e-10
45.000 9.7460922203977254e-11
47.500 4.9248648533333327e-11
50.000 2.5317225149842272e-11
55.000 1.5010077636699026e-11
60.000 1.0507086898786765e-11
65.000 8.3448902081294964e-12
70.000 7.1147738897014913e-12
75.000 6.3356733179999987e-12
80.000 5.785142204666666e-12
85.000 5.3731912928571431e-12
90.000 5.0536145670731707e-12
95.000 4.8243105508064522e-12
