0.000 7.0055259610069099e-10
1.000 6.7061927771017692e-10
2.000 6.4345902678260862e-10
3.000 6.2234463530069919e-10
4.000 6.0721353791469191e-10
5.000 6.0246614794991051e-10
6.000 6.0052165800000008e-10
7.000 6.002708308333333e-10
8.000 5.9865559446560855e-10
9.000 5.9447066680851055e-10
10.000 5.8843454674825179e-10
11.000 5.7944708921052627e-10
12.000 5.6642977660093901e-10
13.000 5.4835562576923073e-10
14.000 5.2842017640384614e-10
15.000 5.0347758952272725e-10
16.000 4.7734406234234225e-10
17.000 4.4922408046958382e-10
18.000 4.2129164354879587e-10
19.000 3.9521884466216215e-10
20.000 3.6923999007079644e-10
21.000 3.4321731122291663e-10
22.000 3.1716225113936428e-10
23.000 2.861721662e-10
24.000 2.481725408e-10
25.000 1.911435707626459e-10
27.500 1.1007883317073172e-10
30.000 4.7242925259836066e-11
32.500 1.7911908609154931e-11
35.000 7.3562890591666663e-12
37.500 3.0331677833333334e-12
40.000 1.3211533514754097e-12
42.500 8.6966201107272712e-13
45.000 6.6844428271698116e-13
47.500 5.6060133606896554e-13
50.000 4.945078904918032e-13
55.000 4.5642980761842098e-13
60.000 4.3235938815481169e-13
65.000 4.174050082644628e-13
70.000 4.0520364628965518e-13
75.000 3.9629085056923083e-13
80.000 3.8922485280000007e-13
85.000 3.8334376114999995e-13
90.000 3.7822671034883726e-13
95.000 3.721060537536232e-13
