0.000 6.0047365380059219e-10
1.000 5.9032439429203537e-10
2.000 5.8029740452173903e-10
3.000 5.7029996949650339e-10
4.000 5.6232202958925749e-10
5.000 5.5539848014132382e-10
6.000 5.4844389904065042e-10
7.000 5.4022731997685182e-10
8.000 5.325548011243387e-10
9.000 5.2536281285106383e-10
10.000 5.1841278073426574e-10
11.000 5.0934749684210528e-10
12.000 4.9830746467605621e-10
13.000 4.8234223461538463e-10
14.000 4.6029696944230775e-10
15.000 4.2634729438636359e-10
16.000 3.8839339774774776e-10
17.000 3.4818454288153685e-10
18.000 3.0927190017743985e-10
19.000 2.7415287002402406e-10
20.000 2.4114250514336281e-10
21.000 2.1412445003541665e-10
22.000 1.8806605846454767e-10
23.000 1.6410171779999998e-10
24.000 1.3710019632e-10
25.000 1.0807283658677043e-10
27.500 6.7039289387407835e-11
30.000 2.9628701595901642e-11
32.500 1.2110761433802817e-11
35.000 4.3136383981166665e-12
37.500 1.601957175e-12
40.000 6.7150004983606571e-13
42.500 4.3531939678181805e-13
45.000 3.3433711285534588e-13
47.500 2.802364892896552e-13
50.000 2.472102608032787e-13
55.000 2.2817502701315788e-13
60.000 2.1610658630125525e-13
65.000 2.0813698766942146e-13
70.000 2.0312291836896551e-13
75.000 1.9814542528461541e-13
80.000 1.9512273312000002e-13
85.000 1.9217203914999997e-13
90.000 1.8911335517441863e-13
95.000 1.8660620733333332e-13
