0.000 1.7011831626930691e-06
1.000 1.7007582794866069e-06
2.000 1.7012731085061642e-06
3.000 1.7013095855999999e-06
4.000 1.698388759577922e-06
5.000 1.6887272792606286e-06
6.000 1.6728138833966244e-06
7.000 1.6495871461259079e-06
8.000 1.6301582609470748e-06
9.000 1.6164026008495046e-06
10.000 1.5796403982203809e-06
11.000 1.5425012314782608e-06
12.000 1.5071710025897823e-06
13.000 1.4719964321882351e-06
14.000 1.4349800454246576e-06
15.000 1.3898240162539681e-06
16.000 1.3430605838888888e-06
17.000 1.2909777100431032e-06
18.000 1.2308764019548871e-06
19.000 1.1580691693877552e-06
20.000 1.0729845610847458e-06
21.000 9.9106264741617339e-07
22.000 9.1782475844036687e-07
23.000 8.5817684639999984e-07
24.000 8.022295581598512e-07
25.000 7.4826018357913652e-07
27.500 6.9609896770670834e-07
30.000 6.4460256624626861e-07
32.500 5.8941201702127661e-07
35.000 5.2461419763993939e-07
37.500 4.5102601447457623e-07
40.000 3.7103494247647063e-07
42.500 2.9947939733870964e-07
45.000 2.4471344729670329e-07
47.500 2.0012302678208951e-07
50.000 1.6612112374468083e-07
55.000 1.5019753400372436e-07
60.000 1.5012159336111111e-07
65.000 1.5012244025306121e-07
70.000 1.5011950502535212e-07
75.000 1.5010763294999999e-07
80.000 1.5012850361119997e-07
85.000 1.5014304285365851e-07
90.000 1.4010897659627328e-07
95.000 1.2921704213770493e-07
